id,date,latitude,longitude,category,severity,source_type,data_status,age_days
syn-shrawan-2083-0264,2083-Shrawan,27.763495,85.459361,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0265,2083-Shrawan,27.665695,85.216275,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0266,2083-Shrawan,27.757709,85.361499,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0267,2083-Shrawan,27.607405,85.365536,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0268,2083-Shrawan,27.636610,85.233305,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0269,2083-Shrawan,27.752957,85.428874,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0270,2083-Shrawan,27.620505,85.275884,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0271,2083-Shrawan,27.601734,85.336696,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0272,2083-Shrawan,27.720912,85.497525,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0273,2083-Shrawan,27.746189,85.365993,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0274,2083-Shrawan,27.697216,85.370100,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0275,2083-Shrawan,27.708871,85.271094,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0276,2083-Shrawan,27.615182,85.367300,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0277,2083-Shrawan,27.756505,85.253455,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0278,2083-Shrawan,27.623483,85.319863,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0279,2083-Shrawan,27.654750,85.209536,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0280,2083-Shrawan,27.602908,85.241138,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0281,2083-Shrawan,27.739018,85.266855,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0282,2083-Shrawan,27.641931,85.304815,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0283,2083-Shrawan,27.778291,85.402559,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0284,2083-Shrawan,27.738041,85.263921,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0285,2083-Shrawan,27.771568,85.280171,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0286,2083-Shrawan,27.692933,85.405208,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0287,2083-Shrawan,27.761591,85.432248,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0288,2083-Shrawan,27.727557,85.304401,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0289,2083-Shrawan,27.629102,85.403347,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0290,2083-Shrawan,27.666408,85.404356,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0291,2083-Shrawan,27.624354,85.442531,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0292,2083-Shrawan,27.675535,85.448610,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0293,2083-Shrawan,27.732138,85.241650,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0294,2083-Shrawan,27.641832,85.385900,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0295,2083-Shrawan,27.773492,85.348296,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0296,2083-Shrawan,27.638412,85.485762,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0297,2083-Shrawan,27.652740,85.284610,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0298,2083-Shrawan,27.708676,85.489973,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0299,2083-Shrawan,27.643840,85.468623,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0300,2083-Shrawan,27.766127,85.238183,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0301,2083-Shrawan,27.766458,85.207380,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0302,2083-Shrawan,27.724422,85.367303,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0303,2083-Shrawan,27.730928,85.204453,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0304,2083-Shrawan,27.608832,85.261861,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0305,2083-Shrawan,27.623660,85.342287,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0306,2083-Shrawan,27.772385,85.445335,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0307,2083-Shrawan,27.621730,85.456000,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0308,2083-Shrawan,27.713849,85.419153,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0309,2083-Shrawan,27.618697,85.353435,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0310,2083-Shrawan,27.606486,85.295425,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0311,2083-Shrawan,27.614354,85.250224,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0312,2083-Shrawan,27.682576,85.200227,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0313,2083-Shrawan,27.620333,85.322126,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0314,2083-Shrawan,27.735204,85.265167,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0315,2083-Shrawan,27.702578,85.323671,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0316,2083-Shrawan,27.682018,85.244799,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0317,2083-Shrawan,27.611886,85.225951,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0318,2083-Shrawan,27.641867,85.314926,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0319,2083-Shrawan,27.646202,85.381004,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0320,2083-Shrawan,27.670636,85.390721,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0321,2083-Shrawan,27.694517,85.469332,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0322,2083-Shrawan,27.663473,85.272629,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0323,2083-Shrawan,27.753127,85.224522,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0324,2083-Shrawan,27.643196,85.450988,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0325,2083-Shrawan,27.732091,85.498352,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0326,2083-Shrawan,27.775246,85.395876,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0327,2083-Shrawan,27.704117,85.324995,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0328,2083-Shrawan,27.744320,85.395730,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0329,2083-Shrawan,27.681070,85.407668,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0330,2083-Shrawan,27.733094,85.305449,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0331,2083-Shrawan,27.636173,85.479112,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0332,2083-Shrawan,27.685399,85.290742,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0333,2083-Shrawan,27.713849,85.322329,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0334,2083-Shrawan,27.671164,85.429258,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0335,2083-Shrawan,27.645454,85.373871,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0336,2083-Shrawan,27.644592,85.419118,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0337,2083-Shrawan,27.649002,85.212309,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0338,2083-Shrawan,27.756688,85.270808,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0339,2083-Shrawan,27.675690,85.253207,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0340,2083-Shrawan,27.654561,85.287562,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0341,2083-Shrawan,27.766843,85.472564,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0342,2083-Shrawan,27.709294,85.491233,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0343,2083-Shrawan,27.643019,85.257188,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0344,2083-Shrawan,27.747658,85.393916,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0345,2083-Shrawan,27.733776,85.376438,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0346,2083-Shrawan,27.756987,85.268973,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0347,2083-Shrawan,27.693188,85.379071,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0348,2083-Shrawan,27.753240,85.207495,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0349,2083-Shrawan,27.603834,85.285207,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0350,2083-Shrawan,27.605966,85.376144,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0351,2083-Shrawan,27.632057,85.360552,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0352,2083-Shrawan,27.666798,85.288767,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0353,2083-Shrawan,27.710870,85.371604,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0354,2083-Shrawan,27.606487,85.285676,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0355,2083-Shrawan,27.675337,85.420505,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0356,2083-Shrawan,27.755586,85.349957,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0357,2083-Shrawan,27.729838,85.390104,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0358,2083-Shrawan,27.701940,85.498272,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0359,2083-Shrawan,27.668503,85.487532,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0360,2083-Shrawan,27.610455,85.433127,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0361,2083-Shrawan,27.750576,85.301819,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0362,2083-Shrawan,27.713344,85.353251,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0363,2083-Shrawan,27.732830,85.481636,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0364,2083-Shrawan,27.718546,85.457303,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0365,2083-Shrawan,27.772562,85.436773,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0366,2083-Shrawan,27.696430,85.262348,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0367,2083-Shrawan,27.758466,85.365323,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0368,2083-Shrawan,27.636570,85.361204,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0369,2083-Shrawan,27.654055,85.251411,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0370,2083-Shrawan,27.693521,85.280515,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0371,2083-Shrawan,27.710503,85.259455,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0372,2083-Shrawan,27.669327,85.443144,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0373,2083-Shrawan,27.614075,85.214127,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0374,2083-Shrawan,27.687374,85.202808,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0375,2083-Shrawan,27.698973,85.394160,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0376,2083-Shrawan,27.683171,85.374657,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0377,2083-Shrawan,27.630645,85.326628,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0378,2083-Shrawan,27.709190,85.451401,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0379,2083-Shrawan,27.708701,85.440110,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0380,2083-Shrawan,27.709107,85.239423,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0381,2083-Shrawan,27.723746,85.263959,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0382,2083-Shrawan,27.737964,85.391803,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0383,2083-Shrawan,27.649966,85.240485,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0384,2083-Shrawan,27.655202,85.424041,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0385,2083-Shrawan,27.736413,85.490985,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0386,2083-Shrawan,27.613378,85.392339,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0387,2083-Shrawan,27.715895,85.438938,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0388,2083-Shrawan,27.632996,85.262229,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0389,2083-Shrawan,27.612417,85.488158,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0390,2083-Shrawan,27.769413,85.215952,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0391,2083-Shrawan,27.637537,85.373858,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0392,2083-Shrawan,27.747615,85.208999,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0393,2083-Shrawan,27.773960,85.494368,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0394,2083-Shrawan,27.680868,85.208393,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0395,2083-Shrawan,27.612548,85.284262,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0396,2083-Shrawan,27.686248,85.396374,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0397,2083-Shrawan,27.627836,85.349696,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0398,2083-Shrawan,27.779983,85.421858,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0399,2083-Shrawan,27.608426,85.247620,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0400,2083-Shrawan,27.744705,85.497213,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0401,2083-Shrawan,27.653477,85.495886,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0402,2083-Shrawan,27.685343,85.388141,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0403,2083-Shrawan,27.726236,85.344923,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0404,2083-Shrawan,27.756719,85.498706,theft,2,simulation,SYNTHETIC,21
syn-shrawan-2083-0405,2083-Shrawan,27.611338,85.367345,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0406,2083-Shrawan,27.670255,85.230357,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0407,2083-Shrawan,27.675760,85.323312,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0408,2083-Shrawan,27.635694,85.262094,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0409,2083-Shrawan,27.675048,85.280473,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0410,2083-Shrawan,27.742787,85.277306,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0411,2083-Shrawan,27.778012,85.401575,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0412,2083-Shrawan,27.703580,85.320185,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0413,2083-Shrawan,27.635771,85.404160,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0414,2083-Shrawan,27.754654,85.319532,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0415,2083-Shrawan,27.656047,85.438834,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0416,2083-Shrawan,27.746567,85.439230,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0417,2083-Shrawan,27.652206,85.369236,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0418,2083-Shrawan,27.681136,85.321145,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0419,2083-Shrawan,27.640022,85.461720,theft,2,simulation,SYNTHETIC,15
syn-shrawan-2083-0420,2083-Shrawan,27.742279,85.346703,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0421,2083-Shrawan,27.764678,85.449704,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0422,2083-Shrawan,27.619224,85.276468,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0423,2083-Shrawan,27.697417,85.220362,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0424,2083-Shrawan,27.668161,85.201581,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0425,2083-Shrawan,27.756738,85.223561,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0426,2083-Shrawan,27.636172,85.275574,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0427,2083-Shrawan,27.744378,85.318497,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0428,2083-Shrawan,27.625749,85.258650,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0429,2083-Shrawan,27.732727,85.296023,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0430,2083-Shrawan,27.645649,85.417761,theft,2,simulation,SYNTHETIC,5
syn-shrawan-2083-0431,2083-Shrawan,27.659112,85.338011,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0432,2083-Shrawan,27.760498,85.453426,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0433,2083-Shrawan,27.664736,85.442963,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0434,2083-Shrawan,27.713674,85.287056,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0435,2083-Shrawan,27.703267,85.253227,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0436,2083-Shrawan,27.681871,85.409239,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0437,2083-Shrawan,27.627389,85.207375,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0438,2083-Shrawan,27.621527,85.478775,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0439,2083-Shrawan,27.762235,85.405250,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0440,2083-Shrawan,27.653370,85.443053,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0441,2083-Shrawan,27.603907,85.256685,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0442,2083-Shrawan,27.617815,85.341234,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0443,2083-Shrawan,27.640326,85.481692,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0444,2083-Shrawan,27.747185,85.321572,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0445,2083-Shrawan,27.771869,85.483704,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0446,2083-Shrawan,27.656894,85.271649,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0447,2083-Shrawan,27.631736,85.422065,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0448,2083-Shrawan,27.683178,85.394209,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0449,2083-Shrawan,27.702125,85.209055,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0450,2083-Shrawan,27.685813,85.480309,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0451,2083-Shrawan,27.733254,85.244183,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0452,2083-Shrawan,27.776850,85.204465,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0453,2083-Shrawan,27.629286,85.217869,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0454,2083-Shrawan,27.626996,85.212059,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0455,2083-Shrawan,27.689654,85.361871,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0456,2083-Shrawan,27.686018,85.256296,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0457,2083-Shrawan,27.617236,85.438580,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0458,2083-Shrawan,27.728825,85.289180,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0459,2083-Shrawan,27.767682,85.439286,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0460,2083-Shrawan,27.610855,85.387016,theft,2,simulation,SYNTHETIC,27
syn-shrawan-2083-0461,2083-Shrawan,27.688101,85.346617,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0462,2083-Shrawan,27.661317,85.214719,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0463,2083-Shrawan,27.679614,85.302183,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0464,2083-Shrawan,27.647012,85.273312,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0465,2083-Shrawan,27.708112,85.250807,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0466,2083-Shrawan,27.639099,85.350320,theft,2,simulation,SYNTHETIC,8
syn-shrawan-2083-0467,2083-Shrawan,27.602287,85.201419,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0468,2083-Shrawan,27.696481,85.471924,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0469,2083-Shrawan,27.668798,85.495315,theft,2,simulation,SYNTHETIC,29
syn-shrawan-2083-0470,2083-Shrawan,27.698845,85.257644,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0471,2083-Shrawan,27.722566,85.499021,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0472,2083-Shrawan,27.685902,85.371551,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0473,2083-Shrawan,27.606955,85.484916,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0474,2083-Shrawan,27.603374,85.267413,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0475,2083-Shrawan,27.645164,85.322123,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0476,2083-Shrawan,27.707010,85.307560,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0477,2083-Shrawan,27.711814,85.416422,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0478,2083-Shrawan,27.729602,85.215159,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0479,2083-Shrawan,27.763776,85.205082,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0480,2083-Shrawan,27.738878,85.466042,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0481,2083-Shrawan,27.772857,85.274076,theft,2,simulation,SYNTHETIC,26
syn-shrawan-2083-0482,2083-Shrawan,27.742523,85.457735,theft,2,simulation,SYNTHETIC,17
syn-shrawan-2083-0483,2083-Shrawan,27.721438,85.315101,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0484,2083-Shrawan,27.736688,85.378790,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0485,2083-Shrawan,27.686717,85.321718,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0486,2083-Shrawan,27.642414,85.459650,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0487,2083-Shrawan,27.751072,85.331649,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0488,2083-Shrawan,27.656669,85.485753,theft,2,simulation,SYNTHETIC,0
syn-shrawan-2083-0489,2083-Shrawan,27.726596,85.499545,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0490,2083-Shrawan,27.717455,85.213287,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0491,2083-Shrawan,27.752136,85.225009,theft,2,simulation,SYNTHETIC,4
syn-shrawan-2083-0492,2083-Shrawan,27.751935,85.416542,theft,2,simulation,SYNTHETIC,13
syn-shrawan-2083-0493,2083-Shrawan,27.682637,85.408277,theft,2,simulation,SYNTHETIC,23
syn-shrawan-2083-0494,2083-Shrawan,27.758936,85.232078,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0495,2083-Shrawan,27.644332,85.354257,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0496,2083-Shrawan,27.718876,85.417530,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0497,2083-Shrawan,27.626698,85.438524,theft,2,simulation,SYNTHETIC,14
syn-shrawan-2083-0498,2083-Shrawan,27.741264,85.430680,theft,2,simulation,SYNTHETIC,24
syn-shrawan-2083-0499,2083-Shrawan,27.724300,85.279990,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0500,2083-Shrawan,27.638806,85.426128,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0501,2083-Shrawan,27.699947,85.478199,theft,2,simulation,SYNTHETIC,6
syn-shrawan-2083-0502,2083-Shrawan,27.713925,85.381235,theft,2,simulation,SYNTHETIC,19
syn-shrawan-2083-0503,2083-Shrawan,27.616231,85.262107,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0504,2083-Shrawan,27.764559,85.368791,theft,2,simulation,SYNTHETIC,20
syn-shrawan-2083-0505,2083-Shrawan,27.606739,85.205754,theft,2,simulation,SYNTHETIC,11
syn-shrawan-2083-0506,2083-Shrawan,27.757624,85.209763,theft,2,simulation,SYNTHETIC,22
syn-shrawan-2083-0507,2083-Shrawan,27.672356,85.487968,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0508,2083-Shrawan,27.666703,85.234313,theft,2,simulation,SYNTHETIC,18
syn-shrawan-2083-0509,2083-Shrawan,27.623190,85.252082,theft,2,simulation,SYNTHETIC,2
syn-shrawan-2083-0510,2083-Shrawan,27.641761,85.271752,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0511,2083-Shrawan,27.724226,85.351229,theft,2,simulation,SYNTHETIC,10
syn-shrawan-2083-0512,2083-Shrawan,27.639076,85.348979,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0513,2083-Shrawan,27.753900,85.288873,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0514,2083-Shrawan,27.665444,85.221012,theft,2,simulation,SYNTHETIC,16
syn-shrawan-2083-0515,2083-Shrawan,27.670733,85.476683,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0516,2083-Shrawan,27.748332,85.255138,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0517,2083-Shrawan,27.655259,85.376253,theft,2,simulation,SYNTHETIC,12
syn-shrawan-2083-0518,2083-Shrawan,27.709226,85.260855,theft,2,simulation,SYNTHETIC,1
syn-shrawan-2083-0519,2083-Shrawan,27.773807,85.361398,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0520,2083-Shrawan,27.697164,85.369750,theft,2,simulation,SYNTHETIC,28
syn-shrawan-2083-0521,2083-Shrawan,27.648769,85.277513,theft,2,simulation,SYNTHETIC,25
syn-shrawan-2083-0522,2083-Shrawan,27.689756,85.241657,theft,2,simulation,SYNTHETIC,3
syn-shrawan-2083-0523,2083-Shrawan,27.657727,85.477485,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0524,2083-Shrawan,27.655920,85.474486,theft,2,simulation,SYNTHETIC,9
syn-shrawan-2083-0525,2083-Shrawan,27.772828,85.223738,theft,2,simulation,SYNTHETIC,7
syn-shrawan-2083-0526,2083-Shrawan,27.614521,85.443875,theft,2,simulation,SYNTHETIC,12
